movie_id,Action & Adventure,Anime Features,Children & Family Movies,Classic Movies,Comedies,Cult Movies,Documentaries,Dramas,Faith & Spirituality,Horror Movies,Independent Movies,International Movies,LGBTQ Movies,Music & Musicals,Romantic Movies,Sci-Fi & Fantasy,Sports Movies,Stand-Up Comedy,Thrillers,Movies
82,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
83,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
84,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
85,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
86,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
87,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
88,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
89,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
90,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
91,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
92,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
93,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
95,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
96,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
97,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
99,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
101,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
102,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
103,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
104,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
105,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
106,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
107,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
108,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
109,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
110,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
111,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
112,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
113,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
114,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
115,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
116,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
117,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
118,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
120,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
121,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
122,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
123,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
124,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
125,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
126,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
127,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
128,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
129,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
130,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
131,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
132,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
133,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
134,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
136,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
137,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
138,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
139,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
140,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
141,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
142,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
143,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
144,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
145,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
146,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
147,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
148,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
149,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
150,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True
151,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
152,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True
153,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
154,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
155,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
156,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
157,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
158,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
159,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
160,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
161,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
162,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
163,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
164,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
165,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
166,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
167,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
168,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
169,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
170,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
171,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
172,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
173,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
175,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
177,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
178,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
179,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
180,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
181,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
182,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True
183,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
184,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
186,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
187,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
188,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
189,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
190,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
191,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
192,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
193,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
194,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
195,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
196,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
197,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
198,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
200,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
201,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
202,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
203,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
204,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
205,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
206,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
207,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
208,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
209,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
210,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
211,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
212,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
213,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
214,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
215,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
216,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
217,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
218,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
219,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
220,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
221,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
223,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
224,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
225,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
226,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
227,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
228,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
229,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
230,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
231,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
232,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
233,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
234,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
235,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
236,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
237,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
238,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
239,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
240,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
242,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
243,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
244,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
245,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
246,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
247,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
248,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
249,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
250,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
251,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
252,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
253,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
254,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
255,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
256,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
257,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
258,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
259,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
261,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
262,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
264,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
265,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
266,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
267,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
268,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
269,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
270,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
271,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
273,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
274,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
275,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
276,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
277,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
278,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
279,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
280,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
281,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
282,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
283,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
284,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
285,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
286,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
287,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
288,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
289,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
290,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
291,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
293,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
294,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
295,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
296,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
297,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
298,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
299,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
301,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
302,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
303,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
304,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
305,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
306,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
307,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True
308,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
309,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
310,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
311,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
312,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
313,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
314,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
315,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
316,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
317,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
318,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
319,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
320,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
321,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
322,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
323,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
324,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
325,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
326,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
